MSN,year,quantity
HYCCB,1976,0.0
HYEGB,1976,227.0
HYICB,1976,735.0
HYTCB,1976,962.0
HYTXB,1976,735.0
IQICB,1976,0.0
IQTCB,1976,0.0
IYICB,1976,0.0
IYTCB,1976,0.0
JFACB,1976,79834.0
JFTCB,1976,79834.0
JFTXB,1976,79834.0
KSCCB,1976,527.0
KSICB,1976,202.0
KSRCB,1976,0.0
KSTCB,1976,729.0
KSTXB,1976,729.0
LOACB,1976,0.0
LOCCB,1976,9227.0
LOICB,1976,20699.0
LORCB,1976,13492.0
LOTCB,1976,43418.0
LOTXB,1976,43418.0
LUACB,1976,500.0
LUICB,1976,200.0
LUTCB,1976,701.0
LUTXB,1976,701.0
MBICB,1976,0.0
MGACB,1976,36157.0
MGCCB,1976,488.0
MGICB,1976,281.0
MGTCB,1976,36926.0
MGTXB,1976,36926.0
MMTCB,1976,36926.0
MSICB,1976,0.0
NAICB,1976,0.0
NGACB,1976,0.0
NGCCB,1976,0.0
NGEIB,1976,0.0
NGICB,1976,0.0
NGRCB,1976,0.0
NGTCB,1976,0.0
NGTPB,1976,0.0
NGTXB,1976,0.0
NNTCB,1976,0.0
NUEGB,1976,0.0
NUETB,1976,0.0
OHICB,1976,0.0
OPICB,1976,2998.0
OPTCB,1976,2998.0
OPTXB,1976,2998.0
P1ICB,1976,7842.0
P1TCB,1976,9524.0
P1TXB,1976,9524.0
PAACB,1976,131684.0
PACCB,1976,3108.0
PAEIB,1976,61952.0
PAICB,1976,20773.0
PARCB,1976,862.0
PATCB,1976,218380.0
PATPB,1976,241.5
PATXB,1976,156428.0
PCCCB,1976,0.0
PCEIB,1976,0.0
PCICB,1976,1786.0
PCTCB,1976,1786.0
PCTXB,1976,1786.0
PLICB,1976,0.0
PMTCB,1976,218380.0
PPICB,1976,0.0
PPTCB,1976,0.0
PQACB,1976,0.0
PQCCB,1976,0.0
PQICB,1976,0.0
PQRCB,1976,0.0
PQTCB,1976,0.0
PQTXB,1976,0.0
PYICB,1976,0.0
PYTCB,1976,0.0
RETCB,1976,1663.0
RFACB,1976,7191.0
RFCCB,1976,138.0
RFEIB,1976,59347.0
RFICB,1976,7959.0
RFTCB,1976,74634.0
RFTXB,1976,15287.0
SFCCB,1976,0.0
SFEIB,1976,0.0
SFINB,1976,0.0
SFRCB,1976,0.0
SFTCB,1976,0.0
SGICB,1976,2734.0
SNICB,1976,0.0
SOCCB,1976,0.0
SOEGB,1976,0.0
SOICB,1976,0.0
SORCB,1976,0.0
SOTCB,1976,0.0
SOTXB,1976,0.0
TEACB,1976,131684.0
TEAPB,1976,145.6
TECCB,1976,16387.0
TECPB,1976,18.1
TEEIB,1976,62485.0
TEICB,1976,51693.0
TEIPB,1976,57.2
TERCB,1976,20279.0
TERPB,1976,22.4
TETCB,1976,220042.0
TETGR,1976,0.0
TETPB,1976,243.4
TETXB,1976,220042.0
TNACB,1976,131684.0
TNCCB,1976,7160.0
TNICB,1976,30993.0
TNRCB,1976,6787.0
TNTXB,1976,176624.0
TPOPP,1976,904.0
UOICB,1976,0.0
USICB,1976,0.0
WDCCB,1976,0.0
WDEIB,1976,0.0
WDICB,1976,396.0
WDRCB,1976,0.0
WDTCB,1976,396.0
WSCCB,1976,0.0
WSEIB,1976,305.0
WSICB,1976,0.0
WSTCB,1976,305.0
WWCCB,1976,0.0
WWEIB,1976,305.0
WWICB,1976,396.0
WWTCB,1976,701.0
WWTXB,1976,396.0
WXICB,1976,0.0
WYCCB,1976,0.0
WYEGB,1976,0.0
WYICB,1976,0.0
WYTCB,1976,0.0
WYTXB,1976,0.0
ABICB,1977,0.0
ARICB,1977,2200.0
ARTCB,1977,2200.0
ARTXB,1977,2200.0
AVACB,1977,743.0
AVTCB,1977,743.0
AVTXB,1977,743.0
BDACB,1977,0.0
BDLCB,1977,0.0
BDTCB,1977,0.0
BFLCB,1977,0.0
BFTCB,1977,0.0
BMTCB,1977,460.0
BQICB,1977,0.0
BQTCB,1977,0.0
BYICB,1977,0.0
BYTCB,1977,0.0
CLACB,1977,0.0
CLCCB,1977,0.0
CLEIB,1977,0.0
CLICB,1977,0.0
CLKCB,1977,0.0
CLOCB,1977,0.0
CLRCB,1977,0.0
CLTCB,1977,0.0
CLTXB,1977,0.0
COICB,1977,0.0
DFACB,1977,9040.0
DFCCB,1977,708.0
DFEIB,1977,3198.0
DFICB,1977,3735.0
DFRCB,1977,5.0
DFTCB,1977,16686.0
DFTXB,1977,13489.0
DKEIB,1977,3198.0
DMTCB,1977,16686.0
ELEXB,1977,0.0
ELIMB,1977,0.0
ELISB,1977,0.0
ELNIB,1977,0.0
EMACB,1977,0.0
EMCCB,1977,0.0
EMICB,1977,0.0
EMLCB,1977,0.0
EMTCB,1977,0.0
EQICB,1977,0.0
EQTCB,1977,0.0
ESACB,1977,0.0
ESCCB,1977,4359.0
ESICB,1977,9407.0
ESRCB,1977,6005.0
ESTCB,1977,19771.0
ESTXB,1977,19771.0
EYICB,1977,0.0
EYTCB,1977,0.0
FFTCB,1977,231980.0
FNICB,1977,0.0
FOICB,1977,0.0
FSICB,1977,277.0
GDPRX,1977,0.0
GECCB,1977,0.0
GEEGB,1977,0.0
GEICB,1977,0.0
GERCB,1977,0.0
GETCB,1977,0.0
GETXB,1977,0.0
HLACB,1977,83.0
HLCCB,1977,1488.0
HLICB,1977,811.0
HLRCB,1977,900.0
HLTCB,1977,3282.0
HLTXB,1977,3282.0
HYCCB,1977,0.0
HYEGB,1977,209.0
HYICB,1977,686.0
HYTCB,1977,895.0
HYTXB,1977,686.0
IQICB,1977,0.0
IQTCB,1977,0.0
IYICB,1977,0.0
IYTCB,1977,0.0
JFACB,1977,83618.0
JFTCB,1977,83618.0
JFTXB,1977,83618.0
KSCCB,1977,687.0
KSICB,1977,270.0
KSRCB,1977,0.0
KSTCB,1977,957.0
KSTXB,1977,957.0
LOACB,1977,0.0
LOCCB,1977,10024.0
LOICB,1977,21629.0
LORCB,1977,13808.0
LOTCB,1977,45460.0
LOTXB,1977,45460.0
LUACB,1977,451.0
LUICB,1977,120.0
LUTCB,1977,570.0
LUTXB,1977,570.0
MBICB,1977,0.0
MGACB,1977,38123.0
MGCCB,1977,503.0
MGICB,1977,278.0
MGTCB,1977,38905.0
MGTXB,1977,38905.0
MMTCB,1977,38905.0
MSICB,1977,0.0
NAICB,1977,0.0
NGACB,1977,0.0
NGCCB,1977,0.0
NGEIB,1977,0.0
NGICB,1977,0.0
NGRCB,1977,0.0
NGTCB,1977,0.0
NGTPB,1977,0.0
NGTXB,1977,0.0
NNTCB,1977,0.0
NUEGB,1977,0.0
NUETB,1977,0.0
OHICB,1977,0.0
OPICB,1977,3283.0
OPTCB,1977,3283.0
OPTXB,1977,3283.0
P1ICB,1977,7796.0
P1TCB,1977,9677.0
P1TXB,1977,9677.0
PAACB,1977,141346.0
PACCB,1977,3583.0
PAEIB,1977,64752.0
PAICB,1977,21394.0
PARCB,1977,906.0
PATCB,1977,231980.0
PATPB,1977,252.6
PATXB,1977,167228.0
PCCCB,1977,0.0
PCEIB,1977,0.0
PCICB,1977,1923.0
PCTCB,1977,1923.0
PCTXB,1977,1923.0
PLICB,1977,0.0
PMTCB,1977,231980.0
PPICB,1977,0.0
PPTCB,1977,0.0
PQACB,1977,0.0
PQCCB,1977,0.0
PQICB,1977,0.0
PQRCB,1977,0.0
PQTCB,1977,0.0
PQTXB,1977,0.0
PYICB,1977,0.0
PYTCB,1977,0.0
RETCB,1977,1355.0
RFACB,1977,9288.0
RFCCB,1977,196.0
RFEIB,1977,61554.0
RFICB,1977,8774.0
RFTCB,1977,79812.0
RFTXB,1977,18258.0
SFCCB,1977,0.0
SFEIB,1977,0.0
SFINB,1977,0.0
SFRCB,1977,0.0
SFTCB,1977,0.0
SGICB,1977,3007.0
SNICB,1977,0.0
SOCCB,1977,0.0
SOEGB,1977,0.0
SOICB,1977,0.0
SORCB,1977,0.0
SOTCB,1977,0.0
SOTXB,1977,0.0
TEACB,1977,141346.0
TEAPB,1977,153.9
TECCB,1977,17966.0
TECPB,1977,19.6
TEEIB,1977,65231.0
TEICB,1977,53304.0
TEIPB,1977,58.0
TERCB,1977,20719.0
TERPB,1977,22.6
TETCB,1977,233334.0
TETGR,1977,0.0
TETPB,1977,254.1
TETXB,1977,233334.0
TNACB,1977,141346.0
TNCCB,1977,7942.0
TNICB,1977,31676.0
TNRCB,1977,6911.0
TNTXB,1977,187874.0
TPOPP,1977,918.0
UOICB,1977,0.0
USICB,1977,0.0
WDCCB,1977,0.0
WDEIB,1977,0.0
WDICB,1977,189.0
WDRCB,1977,0.0
WDTCB,1977,189.0
WSCCB,1977,0.0
WSEIB,1977,270.0
WSICB,1977,0.0
WSTCB,1977,270.0
WWCCB,1977,0.0
WWEIB,1977,270.0
WWICB,1977,189.0
WWTCB,1977,460.0
WWTXB,1977,189.0
WXICB,1977,0.0
WYCCB,1977,0.0
WYEGB,1977,0.0
WYICB,1977,0.0
WYTCB,1977,0.0
WYTXB,1977,0.0
ABICB,1978,0.0
ARICB,1978,1937.0
ARTCB,1978,1937.0
ARTXB,1978,1937.0
AVACB,1978,710.0
AVTCB,1978,710.0
AVTXB,1978,710.0
BDACB,1978,0.0
BDLCB,1978,0.0
BDTCB,1978,0.0
BFLCB,1978,0.0
BFTCB,1978,0.0
BMTCB,1978,275.0
BQICB,1978,0.0
BQTCB,1978,0.0
BYICB,1978,0.0
BYTCB,1978,0.0
CLACB,1978,0.0
CLCCB,1978,0.0
CLEIB,1978,0.0
CLICB,1978,0.0
CLKCB,1978,0.0
CLOCB,1978,0.0
CLRCB,1978,0.0
CLTCB,1978,0.0
CLTXB,1978,0.0
COICB,1978,0.0
DFACB,1978,10492.0
DFCCB,1978,726.0
DFEIB,1978,4517.0
DFICB,1978,5037.0
DFRCB,1978,6.0
DFTCB,1978,20778.0
DFTXB,1978,16260.0
DKEIB,1978,4517.0
DMTCB,1978,20778.0
ELEXB,1978,0.0
ELIMB,1978,0.0
ELISB,1978,0.0
ELNIB,1978,0.0
EMACB,1978,0.0
EMCCB,1978,0.0
EMICB,1978,0.0
EMLCB,1978,0.0
EMTCB,1978,0.0
EQICB,1978,0.0
EQTCB,1978,0.0
ESACB,1978,0.0
ESCCB,1978,4586.0
ESICB,1978,9673.0
ESRCB,1978,6070.0
ESTCB,1978,20329.0
ESTXB,1978,20329.0
EYICB,1978,0.0
EYTCB,1978,0.0
FFTCB,1978,235827.0
FNICB,1978,0.0
FOICB,1978,0.0
FSICB,1978,308.0
GDPRX,1978,0.0
GECCB,1978,0.0
GEEGB,1978,0.0
GEICB,1978,0.0
GERCB,1978,0.0
GETCB,1978,0.0
GETXB,1978,0.0
HLACB,1978,148.0
HLCCB,1978,1400.0
HLICB,1978,269.0
HLRCB,1978,847.0
HLTCB,1978,2665.0
HLTXB,1978,2665.0
HYCCB,1978,0.0
HYEGB,1978,211.0
HYICB,1978,657.0
HYTCB,1978,868.0
HYTXB,1978,657.0
IQICB,1978,0.0
IQTCB,1978,0.0
IYICB,1978,0.0
IYTCB,1978,0.0
JFACB,1978,83578.0
JFTCB,1978,83578.0
JFTXB,1978,83578.0
KSCCB,1978,612.0
KSICB,1978,215.0
KSRCB,1978,0.0
KSTCB,1978,828.0
KSTXB,1978,828.0
LOACB,1978,0.0
LOCCB,1978,10475.0
LOICB,1978,22095.0
LORCB,1978,13865.0
LOTCB,1978,46435.0
LOTXB,1978,46435.0
LUACB,1978,484.0
LUICB,1978,128.0
LUTCB,1978,613.0
LUTXB,1978,613.0
MBICB,1978,0.0
MGACB,1978,39285.0
MGCCB,1978,531.0
MGICB,1978,313.0
MGTCB,1978,40129.0
MGTXB,1978,40129.0
MMTCB,1978,40129.0
MSICB,1978,0.0
NAICB,1978,0.0
NGACB,1978,0.0
NGCCB,1978,0.0
NGEIB,1978,0.0
NGICB,1978,0.0
NGRCB,1978,0.0
NGTCB,1978,0.0
NGTPB,1978,0.0
NGTXB,1978,0.0
NNTCB,1978,0.0
NUEGB,1978,0.0
NUETB,1978,0.0
OHICB,1978,0.0
OPICB,1978,3387.0
OPTCB,1978,3387.0
OPTXB,1978,3387.0
P1ICB,1978,7930.0
P1TCB,1978,9736.0
P1TXB,1978,9736.0
PAACB,1978,144630.0
PACCB,1978,3445.0
PAEIB,1978,66553.0
PAICB,1978,20347.0
PARCB,1978,853.0
PATCB,1978,235827.0
PATPB,1978,253.1
PATXB,1978,169275.0
PCCCB,1978,0.0
PCEIB,1978,0.0
PCICB,1978,2262.0
PCTCB,1978,2262.0
PCTXB,1978,2262.0
PLICB,1978,0.0
PMTCB,1978,235827.0
PPICB,1978,0.0
PPTCB,1978,0.0
PQACB,1978,0.0
PQCCB,1978,0.0
PQICB,1978,0.0
PQRCB,1978,0.0
PQTCB,1978,0.0
PQTXB,1978,0.0
PYICB,1978,0.0
PYTCB,1978,0.0
RETCB,1978,1143.0
RFACB,1978,9933.0
RFCCB,1978,176.0
RFEIB,1978,62035.0
RFICB,1978,6798.0
RFTCB,1978,78942.0
RFTXB,1978,16906.0
SFCCB,1978,0.0
SFEIB,1978,0.0
SFINB,1978,0.0
SFRCB,1978,0.0
SFTCB,1978,0.0
SGICB,1978,3080.0
SNICB,1978,0.0
SOCCB,1978,0.0
SOEGB,1978,0.0
SOICB,1978,0.0
SORCB,1978,0.0
SOTCB,1978,0.0
SOTXB,1978,0.0
TEACB,1978,144630.0
TEAPB,1978,155.3
TECCB,1978,18506.0
TECPB,1978,19.9
TEEIB,1978,66763.0
TEICB,1978,53047.0
TEIPB,1978,56.9
TERCB,1978,20788.0
TERPB,1978,22.3
TETCB,1978,236970.0
TETGR,1978,0.0
TETPB,1978,254.4
TETXB,1978,236970.0
TNACB,1978,144630.0
TNCCB,1978,8031.0
TNICB,1978,30952.0
TNRCB,1978,6923.0
TNTXB,1978,190535.0
TPOPP,1978,932.0
UOICB,1978,0.0
USICB,1978,0.0
WDCCB,1978,0.0
WDEIB,1978,0.0
WDICB,1978,275.0
WDRCB,1978,0.0
WDTCB,1978,275.0
WSCCB,1978,0.0
WSEIB,1978,0.0
WSICB,1978,0.0
WSTCB,1978,0.0
WWCCB,1978,0.0
WWEIB,1978,0.0
WWICB,1978,275.0
WWTCB,1978,275.0
WWTXB,1978,275.0
WXICB,1978,0.0
WYCCB,1978,0.0
WYEGB,1978,0.0
WYICB,1978,0.0
WYTCB,1978,0.0
WYTXB,1978,0.0
ABICB,1979,0.0
ARICB,1979,1753.0
ARTCB,1979,1753.0
ARTXB,1979,1753.0
AVACB,1979,770.0
AVTCB,1979,770.0
AVTXB,1979,770.0
BDACB,1979,0.0
BDLCB,1979,0.0
BDTCB,1979,0.0
BFLCB,1979,0.0
BFTCB,1979,0.0
BMTCB,1979,327.0
BQICB,1979,0.0
BQTCB,1979,0.0
BYICB,1979,0.0
BYTCB,1979,0.0
CLACB,1979,0.0
CLCCB,1979,0.0
CLEIB,1979,0.0
CLICB,1979,0.0
CLKCB,1979,0.0
CLOCB,1979,0.0
CLRCB,1979,0.0
CLTCB,1979,0.0
CLTXB,1979,0.0
COICB,1979,0.0
DFACB,1979,22640.0
DFCCB,1979,1533.0
DFEIB,1979,4632.0
DFICB,1979,9437.0
DFRCB,1979,12.0
DFTCB,1979,38255.0
DFTXB,1979,33623.0
DKEIB,1979,4632.0
DMTCB,1979,38255.0
ELEXB,1979,0.0
ELIMB,1979,0.0
ELISB,1979,0.0
ELNIB,1979,0.0
EMACB,1979,0.0
EMCCB,1979,0.0
EMICB,1979,0.0
EMLCB,1979,0.0
EMTCB,1979,0.0
EQICB,1979,0.0
EQTCB,1979,0.0
ESACB,1979,0.0
ESCCB,1979,4821.0
ESICB,1979,10031.0
ESRCB,1979,6299.0
ESTCB,1979,21151.0
ESTXB,1979,21151.0
EYICB,1979,0.0
EYTCB,1979,0.0
FFTCB,1979,255346.0
FNICB,1979,0.0
FOICB,1979,0.0
FSICB,1979,202.0
GDPRX,1979,0.0
GECCB,1979,0.0
GEEGB,1979,0.0
GEICB,1979,0.0
GERCB,1979,0.0
GETCB,1979,0.0
GETXB,1979,0.0
HLACB,1979,33.0
HLCCB,1979,2087.0
HLICB,1979,2485.0
HLRCB,1979,1263.0
HLTCB,1979,5868.0
HLTXB,1979,5868.0
HYCCB,1979,0.0
HYEGB,1979,212.0
HYICB,1979,719.0
HYTCB,1979,931.0
HYTXB,1979,719.0
IQICB,1979,0.0
IQTCB,1979,0.0
IYICB,1979,0.0
IYTCB,1979,0.0
JFACB,1979,85912.0
JFTCB,1979,85912.0
JFTXB,1979,85912.0
KSCCB,1979,34.0
KSICB,1979,193.0
KSRCB,1979,0.0
KSTCB,1979,227.0
KSTXB,1979,227.0
LOACB,1979,0.0
LOCCB,1979,10613.0
LOICB,1979,22082.0
LORCB,1979,13865.0
LOTCB,1979,46560.0
LOTXB,1979,46560.0
LUACB,1979,507.0
LUICB,1979,134.0
LUTCB,1979,641.0
LUTXB,1979,641.0
MBICB,1979,0.0
MGACB,1979,38650.0
MGCCB,1979,528.0
MGICB,1979,250.0
MGTCB,1979,39428.0
MGTXB,1979,39428.0
MMTCB,1979,39428.0
MSICB,1979,0.0
NAICB,1979,0.0
NGACB,1979,0.0
NGCCB,1979,0.0
NGEIB,1979,0.0
NGICB,1979,0.0
NGRCB,1979,0.0
NGTCB,1979,0.0
NGTPB,1979,0.0
NGTXB,1979,0.0
NNTCB,1979,0.0
NUEGB,1979,0.0
NUETB,1979,0.0
OHICB,1979,0.0
OPICB,1979,3348.0
OPTCB,1979,3348.0
OPTXB,1979,3348.0
P1ICB,1979,8075.0
P1TCB,1979,9386.0
P1TXB,1979,9386.0
PAACB,1979,156359.0
PACCB,1979,4281.0
PAEIB,1979,67498.0
PAICB,1979,25932.0
PARCB,1979,1275.0
PATCB,1979,255346.0
PATPB,1979,267.9
PATXB,1979,187847.0
PCCCB,1979,0.0
PCEIB,1979,0.0
PCICB,1979,2648.0
PCTCB,1979,2648.0
PCTXB,1979,2648.0
PLICB,1979,0.0
PMTCB,1979,255346.0
PPICB,1979,0.0
PPTCB,1979,0.0
PQACB,1979,0.0
PQCCB,1979,0.0
PQICB,1979,0.0
PQRCB,1979,0.0
PQTCB,1979,0.0
PQTXB,1979,0.0
PYICB,1979,0.0
PYTCB,1979,0.0
RETCB,1979,1258.0
RFACB,1979,7847.0
RFCCB,1979,99.0
RFEIB,1979,62867.0
RFICB,1979,5683.0
RFTCB,1979,76497.0
RFTXB,1979,13630.0
SFCCB,1979,0.0
SFEIB,1979,0.0
SFINB,1979,0.0
SFRCB,1979,0.0
SFTCB,1979,0.0
SGICB,1979,3146.0
SNICB,1979,0.0
SOCCB,1979,0.0
SOEGB,1979,0.0
SOICB,1979,0.0
SORCB,1979,0.0
SOTCB,1979,0.0
SOTXB,1979,0.0
TEACB,1979,156359.0
TEAPB,1979,164.0
TECCB,1979,19715.0
TECPB,1979,20.7
TEEIB,1979,67711.0
TEICB,1979,59091.0
TEIPB,1979,62.0
TERCB,1979,21438.0
TERPB,1979,22.5
TETCB,1979,256604.0
TETGR,1979,0.0
TETPB,1979,269.2
TETXB,1979,256604.0
TNACB,1979,156359.0
TNCCB,1979,9103.0
TNICB,1979,37009.0
TNRCB,1979,7573.0
TNTXB,1979,210044.0
TPOPP,1979,953.0
UOICB,1979,0.0
USICB,1979,0.0
WDCCB,1979,0.0
WDEIB,1979,0.0
WDICB,1979,327.0
WDRCB,1979,0.0
WDTCB,1979,327.0
WSCCB,1979,0.0
WSEIB,1979,0.0
WSICB,1979,0.0
WSTCB,1979,0.0
WWCCB,1979,0.0
WWEIB,1979,0.0
WWICB,1979,327.0
WWTCB,1979,327.0
WWTXB,1979,327.0
WXICB,1979,0.0
WYCCB,1979,0.0
WYEGB,1979,0.0
WYICB,1979,0.0
WYTCB,1979,0.0
WYTXB,1979,0.0
ABICB,1980,0.0
ARICB,1980,1892.0
ARTCB,1980,1892.0
ARTXB,1980,1892.0
AVACB,1980,1004.0
AVTCB,1980,1004.0
AVTXB,1980,1004.0
BDACB,1980,0.0
BDLCB,1980,0.0
BDTCB,1980,0.0
BFLCB,1980,0.0
BFTCB,1980,0.0
BMTCB,1980,11910.0
BQICB,1980,0.0
BQTCB,1980,0.0
BYICB,1980,0.0
BYTCB,1980,0.0
CLACB,1980,0.0
CLCCB,1980,0.0
CLEIB,1980,0.0
CLICB,1980,0.0
CLKCB,1980,0.0
CLOCB,1980,0.0
CLRCB,1980,0.0
CLTCB,1980,0.0
CLTXB,1980,0.0
COICB,1980,0.0
DFACB,1980,19405.0
DFCCB,1980,2317.0
DFEIB,1980,5171.0
DFICB,1980,7976.0
DFRCB,1980,6.0
DFTCB,1980,34875.0
DFTXB,1980,29705.0
DKEIB,1980,5171.0
DMTCB,1980,34875.0
ELEXB,1980,0.0
ELIMB,1980,0.0
ELISB,1980,0.0
ELNIB,1980,0.0
EMACB,1980,0.0
EMCCB,1980,0.0
EMICB,1980,0.0
EMLCB,1980,0.0
EMTCB,1980,0.0
EQICB,1980,0.0
EQTCB,1980,0.0
ESACB,1980,0.0
ESCCB,1980,4988.0
ESICB,1980,10332.0
ESRCB,1980,6281.0
ESTCB,1980,21601.0
ESTXB,1980,21601.0
EYICB,1980,0.0
EYTCB,1980,0.0
FFTCB,1980,249539.0
FNICB,1980,0.0
FOICB,1980,0.0
FSICB,1980,244.0
GDPRX,1980,0.0
GECCB,1980,0.0
GEEGB,1980,0.0
GEICB,1980,0.0
GERCB,1980,0.0
GETCB,1980,0.0
GETXB,1980,0.0
HLACB,1980,100.0
HLCCB,1980,1211.0
HLICB,1980,3669.0
HLRCB,1980,733.0
HLTCB,1980,5713.0
HLTXB,1980,5713.0
HYCCB,1980,0.0
HYEGB,1980,205.0
HYICB,1980,693.0
HYTCB,1980,898.0
HYTXB,1980,693.0
IQICB,1980,0.0
IQTCB,1980,0.0
IYICB,1980,0.0
IYTCB,1980,0.0
JFACB,1980,79244.0
JFTCB,1980,79244.0
JFTXB,1980,79244.0
KSCCB,1980,0.0
KSICB,1980,51.0
KSRCB,1980,0.0
KSTCB,1980,51.0
KSTXB,1980,51.0
LOACB,1980,0.0
LOCCB,1980,11119.0
LOICB,1980,23028.0
LORCB,1980,14001.0
LOTCB,1980,48147.0
LOTXB,1980,48147.0
LUACB,1980,451.0
LUICB,1980,120.0
LUTCB,1980,571.0
LUTXB,1980,571.0
MBICB,1980,0.0
MGACB,1980,37448.0
MGCCB,1980,282.0
MGICB,1980,255.0
MGTCB,1980,37985.0
MGTXB,1980,37985.0
MMTCB,1980,37985.0
MSICB,1980,0.0
NAICB,1980,0.0
NGACB,1980,0.0
NGCCB,1980,1652.0
NGEIB,1980,0.0
NGICB,1980,0.0
NGRCB,1980,1364.0
NGTCB,1980,3015.0
NGTPB,1980,3.1
NGTXB,1980,3015.0
NNTCB,1980,0.0
NUEGB,1980,0.0
NUETB,1980,0.0
OHICB,1980,0.0
OPICB,1980,3394.0
OPTCB,1980,3394.0
OPTXB,1980,3394.0
P1ICB,1980,7303.0
P1TCB,1980,8758.0
P1TXB,1980,8758.0
PAACB,1980,146713.0
PACCB,1980,3967.0
PAEIB,1980,69543.0
PAICB,1980,28577.0
PARCB,1980,738.0
PATCB,1980,249539.0
PATPB,1980,257.9
PATXB,1980,179996.0
PCCCB,1980,0.0
PCEIB,1980,0.0
PCICB,1980,1846.0
PCTCB,1980,1846.0
PCTXB,1980,1846.0
PLICB,1980,0.0
PMTCB,1980,249539.0
PPICB,1980,0.0
PPTCB,1980,0.0
PQACB,1980,0.0
PQCCB,1980,0.0
PQICB,1980,0.0
PQRCB,1980,0.0
PQTCB,1980,0.0
PQTXB,1980,0.0
PYICB,1980,0.0
PYTCB,1980,0.0
RETCB,1980,12808.0
RFACB,1980,9060.0
RFCCB,1980,157.0
RFEIB,1980,64372.0
RFICB,1980,9374.0
RFTCB,1980,82963.0
RFTXB,1980,18591.0
SFCCB,1980,1652.0
SFEIB,1980,0.0
SFINB,1980,0.0
SFRCB,1980,1364.0
SFTCB,1980,3015.0
SGICB,1980,3150.0
SNICB,1980,0.0
SOCCB,1980,0.0
SOEGB,1980,0.0
SOICB,1980,0.0
SORCB,1980,0.0
SOTCB,1980,0.0
SOTXB,1980,0.0
TEACB,1980,146713.0
TEAPB,1980,151.6
TECCB,1980,20074.0
TECPB,1980,20.7
TEEIB,1980,69749.0
TEICB,1980,74539.0
TEIPB,1980,77.0
TERCB,1980,21021.0
TERPB,1980,21.7
TETCB,1980,262347.0
TETGR,1980,0.0
TETPB,1980,271.1
TETXB,1980,262347.0
TNACB,1980,146713.0
TNCCB,1980,8956.0
TNICB,1980,51511.0
TNRCB,1980,7020.0
TNTXB,1980,214200.0
TPOPP,1980,968.0
UOICB,1980,0.0
USICB,1980,0.0
WDCCB,1980,0.0
WDEIB,1980,0.0
WDICB,1980,11910.0
WDRCB,1980,0.0
WDTCB,1980,11910.0
WSCCB,1980,0.0
WSEIB,1980,0.0
WSICB,1980,0.0
WSTCB,1980,0.0
WWCCB,1980,0.0
WWEIB,1980,0.0
WWICB,1980,11910.0
WWTCB,1980,11910.0
WWTXB,1980,11910.0
WXICB,1980,0.0
WYCCB,1980,0.0
WYEGB,1980,0.0
WYICB,1980,0.0
WYTCB,1980,0.0
WYTXB,1980,0.0
ABICB,1981,15.0
ARICB,1981,1243.0
ARTCB,1981,1243.0
ARTXB,1981,1243.0
AVACB,1981,921.0
AVTCB,1981,921.0
AVTXB,1981,921.0
BDACB,1981,0.0
BDLCB,1981,0.0
BDTCB,1981,0.0
BFLCB,1981,0.0
BFTCB,1981,14.0
BMTCB,1981,12745.0
BQICB,1981,0.0
BQTCB,1981,0.0
BYICB,1981,0.0
BYTCB,1981,0.0
CLACB,1981,0.0
CLCCB,1981,0.0
CLEIB,1981,0.0
CLICB,1981,0.0
CLKCB,1981,0.0
CLOCB,1981,0.0
CLRCB,1981,0.0
CLTCB,1981,0.0
CLTXB,1981,0.0
COICB,1981,0.0
DFACB,1981,21455.0
DFCCB,1981,1034.0
DFEIB,1981,4539.0
DFICB,1981,8037.0
DFRCB,1981,6.0
DFTCB,1981,35070.0
DFTXB,1981,30532.0
DKEIB,1981,4539.0
DMTCB,1981,35070.0
ELEXB,1981,0.0
ELIMB,1981,0.0
ELISB,1981,0.0
ELNIB,1981,0.0
EMACB,1981,13.0
EMCCB,1981,0.0
EMICB,1981,0.0
EMLCB,1981,0.0
EMTCB,1981,14.0
EQICB,1981,0.0
EQTCB,1981,0.0
ESACB,1981,0.0
ESCCB,1981,4952.0
ESICB,1981,11158.0
ESRCB,1981,6565.0
ESTCB,1981,22675.0
ESTXB,1981,22675.0
EYICB,1981,0.0
EYTCB,1981,0.0
FFTCB,1981,223133.0
FNICB,1981,0.0
FOICB,1981,0.0
FSICB,1981,127.0
GDPRX,1981,0.0
GECCB,1981,0.0
GEEGB,1981,0.0
GEICB,1981,0.0
GERCB,1981,0.0
GETCB,1981,0.0
GETXB,1981,0.0
HLACB,1981,214.0
HLCCB,1981,1143.0
HLICB,1981,2796.0
HLRCB,1981,692.0
HLTCB,1981,4844.0
HLTXB,1981,4844.0
HYCCB,1981,0.0
HYEGB,1981,143.0
HYICB,1981,697.0
HYTCB,1981,840.0
HYTXB,1981,697.0
IQICB,1981,0.0
IQTCB,1981,0.0
IYICB,1981,0.0
IYTCB,1981,0.0
JFACB,1981,56165.0
JFTCB,1981,56165.0
JFTXB,1981,56165.0
KSCCB,1981,0.0
KSICB,1981,0.0
KSRCB,1981,0.0
KSTCB,1981,0.0
KSTXB,1981,0.0
LOACB,1981,0.0
LOCCB,1981,10313.0
LOICB,1981,23239.0
LORCB,1981,13674.0
LOTCB,1981,47226.0
LOTXB,1981,47226.0
