MSN,year,quantity
DMTCB,1992,36224.0
ELEXB,1992,0.0
ELIMB,1992,0.0
ELISB,1992,0.0
ELNIB,1992,0.0
EMACB,1992,0.0
EMCCB,1992,0.0
EMICB,1992,0.0
EMLCB,1992,0.0
EMTCB,1992,0.0
EQICB,1992,0.0
EQTCB,1992,0.0
ESACB,1992,0.0
ESCCB,1992,8247.0
ESICB,1992,13004.0
ESRCB,1992,8320.0
ESTCB,1992,29571.0
ESTXB,1992,29571.0
EYICB,1992,0.0
EYTCB,1992,0.0
FFTCB,1992,279230.0
FNICB,1992,0.0
FOICB,1992,0.0
FSICB,1992,0.0
GDPRX,1992,0.0
GECCB,1992,0.0
GEEGB,1992,22.0
GEICB,1992,1.0
GERCB,1992,0.0
GETCB,1992,23.0
GETXB,1992,1.0
HLACB,1992,136.0
HLCCB,1992,1163.0
HLICB,1992,448.0
HLRCB,1992,704.0
HLTCB,1992,2450.0
HLTXB,1992,2450.0
HYCCB,1992,0.0
HYEGB,1992,102.0
HYICB,1992,531.0
HYTCB,1992,632.0
HYTXB,1992,531.0
IQICB,1992,0.0
IQTCB,1992,0.0
IYICB,1992,0.0
IYTCB,1992,0.0
JFACB,1992,56501.0
JFTCB,1992,56501.0
JFTXB,1992,56501.0
KSCCB,1992,0.0
KSICB,1992,1.0
KSRCB,1992,0.0
KSTCB,1992,2.0
KSTXB,1992,2.0
LOACB,1992,0.0
LOCCB,1992,19455.0
LOICB,1992,30675.0
LORCB,1992,19625.0
LOTCB,1992,69756.0
LOTXB,1992,69756.0
LUACB,1992,421.0
LUICB,1992,112.0
LUTCB,1992,533.0
LUTXB,1992,533.0
MBICB,1992,749.0
MGACB,1992,45562.0
MGCCB,1992,234.0
MGICB,1992,796.0
MGTCB,1992,46593.0
MGTXB,1992,46593.0
MMTCB,1992,46593.0
MSICB,1992,0.0
NAICB,1992,0.0
NGACB,1992,0.0
NGCCB,1992,2301.0
NGEIB,1992,0.0
NGICB,1992,0.0
NGRCB,1992,592.0
NGTCB,1992,2892.0
NGTPB,1992,2.5
NGTXB,1992,2892.0
NNTCB,1992,0.0
NUEGB,1992,0.0
NUETB,1992,0.0
OHICB,1992,0.0
OPICB,1992,11617.0
OPTCB,1992,11617.0
OPTXB,1992,11617.0
P1ICB,1992,16800.0
P1TCB,1992,18451.0
P1TXB,1992,18451.0
PAACB,1992,144127.0
PACCB,1992,10910.0
PAEIB,1992,86163.0
PAICB,1992,30574.0
PARCB,1992,706.0
PATCB,1992,272480.0
PATPB,1992,235.2
PATXB,1992,186317.0
PCCCB,1992,0.0
PCEIB,1992,0.0
PCICB,1992,2212.0
PCTCB,1992,2212.0
PCTXB,1992,2212.0
PLICB,1992,0.0
PMTCB,1992,272480.0
PPICB,1992,0.0
PPTCB,1992,0.0
PQACB,1992,0.0
PQCCB,1992,0.0
PQICB,1992,0.0
PQRCB,1992,0.0
PQTCB,1992,0.0
PQTXB,1992,0.0
PYICB,1992,0.0
PYTCB,1992,0.0
RETCB,1992,26800.0
RFACB,1992,23616.0
RFCCB,1992,6612.0
RFEIB,1992,73505.0
RFICB,1992,8528.0
RFTCB,1992,112261.0
RFTXB,1992,38756.0
SFCCB,1992,2301.0
SFEIB,1992,0.0
SFINB,1992,0.0
SFRCB,1992,592.0
SFTCB,1992,2892.0
SGICB,1992,14326.0
SNICB,1992,0.0
SOCCB,1992,2.0
SOEGB,1992,0.0
SOICB,1992,0.0
SORCB,1992,1008.0
SOTCB,1992,1010.0
SOTXB,1992,1010.0
TEACB,1992,144127.0
TEAPB,1992,124.4
TECCB,1992,38614.0
TECPB,1992,33.3
TEEIB,1992,99327.0
TEICB,1992,93630.0
TEIPB,1992,80.8
TERCB,1992,29658.0
TERPB,1992,25.6
TETCB,1992,306030.0
TETGR,1992,0.0
TETPB,1992,264.1
TETXB,1992,306030.0
TNACB,1992,144127.0
TNCCB,1992,19160.0
TNICB,1992,62955.0
TNRCB,1992,10033.0
TNTXB,1992,236275.0
TPOPP,1992,1159.0
UOICB,1992,-3513.0
USICB,1992,0.0
WDCCB,1992,0.0
WDEIB,1992,0.0
WDICB,1992,141.0
WDRCB,1992,0.0
WDTCB,1992,141.0
WSCCB,1992,0.0
WSEIB,1992,7223.0
WSICB,1992,17537.0
WSTCB,1992,24760.0
WWCCB,1992,0.0
WWEIB,1992,7223.0
WWICB,1992,17678.0
WWTCB,1992,24901.0
WWTXB,1992,17678.0
WXICB,1992,53.0
WYCCB,1992,0.0
WYEGB,1992,235.0
WYICB,1992,0.0
WYTCB,1992,235.0
WYTXB,1992,0.0
ABICB,1993,1.0
ARICB,1993,2946.0
ARTCB,1993,2946.0
ARTXB,1993,2946.0
AVACB,1993,1002.0
AVTCB,1993,1002.0
AVTXB,1993,1002.0
BDACB,1993,0.0
BDLCB,1993,0.0
BDTCB,1993,0.0
BFLCB,1993,0.0
BFTCB,1993,0.0
BMTCB,1993,24388.0
BQICB,1993,0.0
BQTCB,1993,0.0
BYICB,1993,0.0
BYTCB,1993,0.0
CLACB,1993,0.0
CLCCB,1993,0.0
CLEIB,1993,13762.0
CLICB,1993,1813.0
CLKCB,1993,0.0
CLOCB,1993,1813.0
CLRCB,1993,0.0
CLTCB,1993,15575.0
CLTXB,1993,1813.0
COICB,1993,0.0
DFACB,1993,15579.0
DFCCB,1993,2414.0
DFEIB,1993,12640.0
DFICB,1993,3895.0
DFRCB,1993,11.0
DFTCB,1993,34539.0
DFTXB,1993,21899.0
DKEIB,1993,12640.0
DMTCB,1993,34539.0
ELEXB,1993,0.0
ELIMB,1993,0.0
ELISB,1993,0.0
ELNIB,1993,0.0
EMACB,1993,0.0
EMCCB,1993,0.0
EMICB,1993,0.0
EMLCB,1993,0.0
EMTCB,1993,0.0
EQICB,1993,0.0
EQTCB,1993,0.0
ESACB,1993,0.0
ESCCB,1993,8255.0
ESICB,1993,12863.0
ESRCB,1993,8423.0
ESTCB,1993,29541.0
ESTXB,1993,29541.0
EYICB,1993,0.0
EYTCB,1993,0.0
FFTCB,1993,254822.0
FNICB,1993,0.0
FOICB,1993,0.0
FSICB,1993,0.0
GDPRX,1993,0.0
GECCB,1993,0.0
GEEGB,1993,1570.0
GEICB,1993,1.0
GERCB,1993,0.0
GETCB,1993,1570.0
GETXB,1993,1.0
HLACB,1993,36.0
HLCCB,1993,247.0
HLICB,1993,2642.0
HLRCB,1993,149.0
HLTCB,1993,3074.0
HLTXB,1993,3074.0
HYCCB,1993,0.0
HYEGB,1993,142.0
HYICB,1993,438.0
HYTCB,1993,580.0
HYTXB,1993,438.0
IQICB,1993,0.0
IQTCB,1993,0.0
IYICB,1993,0.0
IYTCB,1993,0.0
JFACB,1993,50409.0
JFTCB,1993,50409.0
JFTXB,1993,50409.0
KSCCB,1993,4.0
KSICB,1993,2.0
KSRCB,1993,0.0
KSTCB,1993,6.0
KSTXB,1993,6.0
LOACB,1993,0.0
LOCCB,1993,19545.0
LOICB,1993,30453.0
LORCB,1993,19941.0
LOTCB,1993,69939.0
LOTXB,1993,69939.0
LUACB,1993,429.0
LUICB,1993,114.0
LUTCB,1993,543.0
LUTXB,1993,543.0
MBICB,1993,0.0
MGACB,1993,45949.0
MGCCB,1993,57.0
MGICB,1993,1258.0
MGTCB,1993,47263.0
MGTXB,1993,47263.0
MMTCB,1993,47263.0
MSICB,1993,0.0
NAICB,1993,0.0
NGACB,1993,0.0
NGCCB,1993,2255.0
NGEIB,1993,0.0
NGICB,1993,0.0
NGRCB,1993,592.0
NGTCB,1993,2847.0
NGTPB,1993,2.4
NGTXB,1993,2847.0
NNTCB,1993,0.0
NUEGB,1993,0.0
NUETB,1993,0.0
OHICB,1993,0.0
OPICB,1993,10348.0
OPTCB,1993,10348.0
OPTXB,1993,10348.0
P1ICB,1993,15481.0
P1TCB,1993,16915.0
P1TXB,1993,16915.0
PAACB,1993,130086.0
PACCB,1993,2935.0
PAEIB,1993,76149.0
PAICB,1993,29916.0
PARCB,1993,161.0
PATCB,1993,239247.0
PATPB,1993,204.0
PATXB,1993,163098.0
PCCCB,1993,0.0
PCEIB,1993,0.0
PCICB,1993,2071.0
PCTCB,1993,2071.0
PCTXB,1993,2071.0
PLICB,1993,0.0
PMTCB,1993,239247.0
PPICB,1993,0.0
PPTCB,1993,0.0
PQACB,1993,0.0
PQCCB,1993,0.0
PQICB,1993,0.0
PQRCB,1993,0.0
PQTCB,1993,0.0
PQTXB,1993,0.0
PYICB,1993,0.0
PYTCB,1993,0.0
RETCB,1993,27829.0
RFACB,1993,16683.0
RFCCB,1993,214.0
RFEIB,1993,63509.0
RFICB,1993,6640.0
RFTCB,1993,87047.0
RFTXB,1993,23537.0
SFCCB,1993,2255.0
SFEIB,1993,0.0
SFINB,1993,0.0
SFRCB,1993,592.0
SFTCB,1993,2847.0
SGICB,1993,14229.0
SNICB,1993,0.0
SOCCB,1993,2.0
SOEGB,1993,0.0
SOICB,1993,0.0
SORCB,1993,1063.0
SOTCB,1993,1065.0
SOTXB,1993,1065.0
TEACB,1993,130086.0
TEAPB,1993,110.9
TECCB,1993,30736.0
TECPB,1993,26.2
TEEIB,1993,99480.0
TEICB,1993,92241.0
TEIPB,1993,78.6
TERCB,1993,29588.0
TERPB,1993,25.2
TETCB,1993,282651.0
TETGR,1993,0.0
TETPB,1993,241.0
TETXB,1993,282651.0
TNACB,1993,130086.0
TNCCB,1993,11192.0
TNICB,1993,61787.0
TNRCB,1993,9646.0
TNTXB,1993,212712.0
TPOPP,1993,1173.0
UOICB,1993,-3940.0
USICB,1993,0.0
WDCCB,1993,0.0
WDEIB,1993,0.0
WDICB,1993,139.0
WDRCB,1993,0.0
WDTCB,1993,139.0
WSCCB,1993,0.0
WSEIB,1993,7631.0
WSICB,1993,16618.0
WSTCB,1993,24249.0
WWCCB,1993,0.0
WWEIB,1993,7631.0
WWICB,1993,16757.0
WWTCB,1993,24388.0
WWTXB,1993,16757.0
WXICB,1993,57.0
WYCCB,1993,0.0
WYEGB,1993,226.0
WYICB,1993,0.0
WYTCB,1993,226.0
WYTXB,1993,0.0
ABICB,1994,60.0
ARICB,1994,2699.0
ARTCB,1994,2699.0
ARTXB,1994,2699.0
AVACB,1994,1061.0
AVTCB,1994,1061.0
AVTXB,1994,1061.0
BDACB,1994,0.0
BDLCB,1994,0.0
BDTCB,1994,0.0
BFLCB,1994,0.0
BFTCB,1994,0.0
BMTCB,1994,20724.0
BQICB,1994,0.0
BQTCB,1994,0.0
BYICB,1994,0.0
BYTCB,1994,0.0
CLACB,1994,0.0
CLCCB,1994,0.0
CLEIB,1994,13891.0
CLICB,1994,1849.0
CLKCB,1994,0.0
CLOCB,1994,1849.0
CLRCB,1994,0.0
CLTCB,1994,15740.0
CLTXB,1994,1849.0
COICB,1994,0.0
DFACB,1994,18755.0
DFCCB,1994,2265.0
DFEIB,1994,12618.0
DFICB,1994,3142.0
DFRCB,1994,10.0
DFTCB,1994,36790.0
DFTXB,1994,24173.0
DKEIB,1994,12618.0
DMTCB,1994,36790.0
ELEXB,1994,0.0
ELIMB,1994,0.0
ELISB,1994,0.0
ELNIB,1994,0.0
EMACB,1994,0.0
EMCCB,1994,0.0
EMICB,1994,0.0
EMLCB,1994,0.0
EMTCB,1994,0.0
EQICB,1994,0.0
EQTCB,1994,0.0
ESACB,1994,0.0
ESCCB,1994,8874.0
ESICB,1994,12934.0
ESRCB,1994,8724.0
ESTCB,1994,30532.0
ESTXB,1994,30532.0
EYICB,1994,0.0
EYTCB,1994,0.0
FFTCB,1994,273629.0
FNICB,1994,0.0
FOICB,1994,0.0
FSICB,1994,0.0
GDPRX,1994,0.0
GECCB,1994,0.0
GEEGB,1994,1912.0
GEICB,1994,1.0
GERCB,1994,0.0
GETCB,1994,1912.0
GETXB,1994,1.0
HLACB,1994,55.0
HLCCB,1994,253.0
HLICB,1994,5217.0
HLRCB,1994,153.0
HLTCB,1994,5679.0
HLTXB,1994,5679.0
HYCCB,1994,0.0
HYEGB,1994,649.0
HYICB,1994,790.0
HYTCB,1994,1438.0
HYTXB,1994,790.0
IQICB,1994,0.0
IQTCB,1994,0.0
IYICB,1994,0.0
IYTCB,1994,0.0
JFACB,1994,53705.0
JFTCB,1994,53705.0
JFTXB,1994,53705.0
KSCCB,1994,1.0
KSICB,1994,3.0
KSRCB,1994,0.0
KSTCB,1994,4.0
KSTXB,1994,4.0
LOACB,1994,0.0
LOCCB,1994,20853.0
LOICB,1994,30392.0
LORCB,1994,20500.0
LOTCB,1994,71744.0
LOTXB,1994,71744.0
LUACB,1994,449.0
LUICB,1994,119.0
LUTCB,1994,567.0
LUTXB,1994,567.0
MBICB,1994,0.0
MGACB,1994,47384.0
MGCCB,1994,57.0
MGICB,1994,1275.0
MGTCB,1994,48716.0
MGTXB,1994,48716.0
MMTCB,1994,48716.0
MSICB,1994,0.0
NAICB,1994,0.0
NGACB,1994,0.0
NGCCB,1994,2313.0
NGEIB,1994,0.0
NGICB,1994,0.0
NGRCB,1994,607.0
NGTCB,1994,2920.0
NGTPB,1994,2.5
NGTXB,1994,2920.0
NNTCB,1994,0.0
NUEGB,1994,0.0
NUETB,1994,0.0
OHICB,1994,0.0
OPICB,1994,11464.0
OPTCB,1994,11464.0
OPTXB,1994,11464.0
P1ICB,1994,16430.0
P1TCB,1994,17940.0
P1TXB,1994,17940.0
PAACB,1994,139865.0
PACCB,1994,5295.0
PAEIB,1994,79055.0
PAICB,1994,33511.0
PARCB,1994,163.0
PATCB,1994,257889.0
PATPB,1994,217.2
PATXB,1994,178834.0
PCCCB,1994,0.0
PCEIB,1994,0.0
PCICB,1994,2145.0
PCTCB,1994,2145.0
PCTXB,1994,2145.0
PLICB,1994,0.0
PMTCB,1994,257889.0
PPICB,1994,0.0
PPTCB,1994,0.0
PQACB,1994,0.0
PQCCB,1994,0.0
PQICB,1994,0.0
PQRCB,1994,0.0
PQTCB,1994,0.0
PQTXB,1994,0.0
PYICB,1994,0.0
PYTCB,1994,0.0
RETCB,1994,25405.0
RFACB,1994,18457.0
RFCCB,1994,2719.0
RFEIB,1994,66437.0
RFICB,1994,7447.0
RFTCB,1994,95060.0
RFTXB,1994,28623.0
SFCCB,1994,2313.0
SFEIB,1994,0.0
SFINB,1994,0.0
SFRCB,1994,607.0
SFTCB,1994,2920.0
SGICB,1994,14078.0
SNICB,1994,0.0
SOCCB,1994,2.0
SOEGB,1994,0.0
SOICB,1994,0.0
SORCB,1994,1117.0
SOTCB,1994,1120.0
SOTXB,1994,1120.0
TEACB,1994,139865.0
TEAPB,1994,117.8
TECCB,1994,35024.0
TECPB,1994,29.5
TEEIB,1994,102276.0
TEICB,1994,93640.0
TEIPB,1994,78.9
TERCB,1994,30504.0
TERPB,1994,25.7
TETCB,1994,299033.0
TETGR,1994,0.0
TETPB,1994,251.8
TETXB,1994,299033.0
TNACB,1994,139865.0
TNCCB,1994,14172.0
TNICB,1994,63249.0
TNRCB,1994,10005.0
TNTXB,1994,227290.0
TPOPP,1994,1188.0
UOICB,1994,-2731.0
USICB,1994,0.0
WDCCB,1994,0.0
WDEIB,1994,0.0
WDICB,1994,69.0
WDRCB,1994,0.0
WDTCB,1994,69.0
WSCCB,1994,0.0
WSEIB,1994,6560.0
WSICB,1994,14095.0
WSTCB,1994,20655.0
WWCCB,1994,0.0
WWEIB,1994,6560.0
WWICB,1994,14164.0
WWTCB,1994,20724.0
WWTXB,1994,14164.0
WXICB,1994,58.0
WYCCB,1994,0.0
WYEGB,1994,210.0
WYICB,1994,0.0
WYTCB,1994,210.0
WYTXB,1994,0.0
ABICB,1995,52.0
ARICB,1995,2907.0
ARTCB,1995,2907.0
ARTXB,1995,2907.0
AVACB,1995,1100.0
AVTCB,1995,1100.0
AVTXB,1995,1100.0
BDACB,1995,0.0
BDLCB,1995,0.0
BDTCB,1995,0.0
BFLCB,1995,0.0
BFTCB,1995,0.0
BMTCB,1995,19803.0
BQICB,1995,0.0
BQTCB,1995,0.0
BYICB,1995,0.0
BYTCB,1995,0.0
CLACB,1995,0.0
CLCCB,1995,0.0
CLEIB,1995,15795.0
CLICB,1995,4119.0
CLKCB,1995,0.0
CLOCB,1995,4119.0
CLRCB,1995,0.0
CLTCB,1995,19914.0
CLTXB,1995,4119.0
COICB,1995,0.0
DFACB,1995,15613.0
DFCCB,1995,1998.0
DFEIB,1995,12870.0
DFICB,1995,3191.0
DFRCB,1995,10.0
DFTCB,1995,33682.0
DFTXB,1995,20813.0
DKEIB,1995,12870.0
DMTCB,1995,33682.0
ELEXB,1995,0.0
ELIMB,1995,0.0
ELISB,1995,0.0
ELNIB,1995,0.0
EMACB,1995,0.0
EMCCB,1995,0.0
EMICB,1995,0.0
EMLCB,1995,0.0
EMTCB,1995,0.0
EQICB,1995,0.0
EQTCB,1995,0.0
ESACB,1995,0.0
ESCCB,1995,9481.0
ESICB,1995,12975.0
ESRCB,1995,8893.0
ESTCB,1995,31348.0
ESTXB,1995,31348.0
EYICB,1995,0.0
EYTCB,1995,0.0
FFTCB,1995,272167.0
FNICB,1995,0.0
FOICB,1995,0.0
FSICB,1995,0.0
GDPRX,1995,0.0
GECCB,1995,0.0
GEEGB,1995,2418.0
GEICB,1995,0.0
GERCB,1995,0.0
GETCB,1995,2419.0
GETXB,1995,0.0
HLACB,1995,30.0
HLCCB,1995,243.0
HLICB,1995,4179.0
HLRCB,1995,147.0
HLTCB,1995,4599.0
HLTXB,1995,4599.0
HYCCB,1995,0.0
HYEGB,1995,351.0
HYICB,1995,658.0
HYTCB,1995,1009.0
HYTXB,1995,658.0
IQICB,1995,0.0
IQTCB,1995,0.0
IYICB,1995,0.0
IYTCB,1995,0.0
JFACB,1995,56358.0
JFTCB,1995,56358.0
JFTXB,1995,56358.0
KSCCB,1995,1.0
KSICB,1995,2.0
KSRCB,1995,0.0
KSTCB,1995,3.0
KSTXB,1995,3.0
LOACB,1995,0.0
LOCCB,1995,22432.0
LOICB,1995,30699.0
LORCB,1995,21041.0
LOTCB,1995,74172.0
LOTXB,1995,74172.0
LUACB,1995,441.0
LUICB,1995,117.0
LUTCB,1995,558.0
LUTXB,1995,558.0
MBICB,1995,0.0
MGACB,1995,47668.0
MGCCB,1995,58.0
MGICB,1995,1274.0
MGTCB,1995,49000.0
MGTXB,1995,49000.0
MMTCB,1995,49000.0
MSICB,1995,0.0
NAICB,1995,0.0
NGACB,1995,0.0
NGCCB,1995,2304.0
NGEIB,1995,0.0
NGICB,1995,0.0
NGRCB,1995,601.0
NGTCB,1995,2906.0
NGTPB,1995,2.4
NGTXB,1995,2906.0
NNTCB,1995,0.0
NUEGB,1995,0.0
NUETB,1995,0.0
OHICB,1995,0.0
OPICB,1995,10833.0
OPTCB,1995,10833.0
OPTXB,1995,10833.0
P1ICB,1995,16079.0
P1TCB,1995,17620.0
P1TXB,1995,17620.0
PAACB,1995,138041.0
PACCB,1995,2691.0
PAEIB,1995,80199.0
PAICB,1995,31163.0
PARCB,1995,157.0
PATCB,1995,252252.0
PATPB,1995,210.8
PATXB,1995,172053.0
PCCCB,1995,0.0
PCEIB,1995,0.0
PCICB,1995,2220.0
PCTCB,1995,2220.0
PCTXB,1995,2220.0
PLICB,1995,0.0
PMTCB,1995,252252.0
PPICB,1995,0.0
PPTCB,1995,0.0
PQACB,1995,0.0
PQCCB,1995,0.0
PQICB,1995,0.0
PQRCB,1995,0.0
PQTCB,1995,0.0
PQTXB,1995,0.0
PYICB,1995,0.0
PYTCB,1995,0.0
RETCB,1995,24608.0
RFACB,1995,16832.0
RFCCB,1995,392.0
RFEIB,1995,67329.0
RFICB,1995,6441.0
RFTCB,1995,90994.0
RFTXB,1995,23665.0
SFCCB,1995,2304.0
SFEIB,1995,0.0
SFINB,1995,0.0
SFRCB,1995,601.0
SFTCB,1995,2906.0
SGICB,1995,13862.0
SNICB,1995,0.0
SOCCB,1995,3.0
SOEGB,1995,0.0
SOICB,1995,1.0
SORCB,1995,1165.0
SOTCB,1995,1168.0
SOTXB,1995,1168.0
TEACB,1995,138041.0
TEAPB,1995,115.3
TECCB,1995,34607.0
TECPB,1995,28.9
TEEIB,1995,105520.0
TEICB,1995,92871.0
TEIPB,1995,77.6
TERCB,1995,31256.0
TERPB,1995,26.1
TETCB,1995,296774.0
TETGR,1995,0.0
TETPB,1995,248.0
TETXB,1995,296774.0
TNACB,1995,138041.0
TNCCB,1995,12174.0
TNICB,1995,62172.0
TNRCB,1995,10215.0
TNTXB,1995,222603.0
TPOPP,1995,1197.0
UOICB,1995,-3138.0
USICB,1995,0.0
WDCCB,1995,0.0
WDEIB,1995,0.0
WDICB,1995,113.0
WDRCB,1995,0.0
WDTCB,1995,113.0
WSCCB,1995,0.0
WSEIB,1995,6547.0
WSICB,1995,13142.0
WSTCB,1995,19689.0
WWCCB,1995,0.0
WWEIB,1995,6547.0
WWICB,1995,13256.0
WWTCB,1995,19803.0
WWTXB,1995,13256.0
WXICB,1995,58.0
WYCCB,1995,0.0
WYEGB,1995,210.0
WYICB,1995,0.0
WYTCB,1995,210.0
WYTXB,1995,0.0
ABICB,1996,68.0
ARICB,1996,2663.0
ARTCB,1996,2663.0
ARTXB,1996,2663.0
AVACB,1996,833.0
AVTCB,1996,833.0
AVTXB,1996,833.0
BDACB,1996,0.0
BDLCB,1996,0.0
BDTCB,1996,0.0
BFLCB,1996,0.0
BFTCB,1996,0.0
BMTCB,1996,19066.0
BQICB,1996,0.0
BQTCB,1996,0.0
BYICB,1996,0.0
BYTCB,1996,0.0
CLACB,1996,0.0
CLCCB,1996,0.0
CLEIB,1996,16731.0
CLICB,1996,3640.0
CLKCB,1996,0.0
CLOCB,1996,3640.0
CLRCB,1996,0.0
CLTCB,1996,20371.0
CLTXB,1996,3640.0
COICB,1996,0.0
DFACB,1996,11218.0
DFCCB,1996,1302.0
DFEIB,1996,13520.0
DFICB,1996,2766.0
DFRCB,1996,1.0
DFTCB,1996,28808.0
DFTXB,1996,15288.0
DKEIB,1996,13520.0
DMTCB,1996,28808.0
ELEXB,1996,0.0
ELIMB,1996,0.0
ELISB,1996,0.0
ELNIB,1996,0.0
EMACB,1996,0.0
EMCCB,1996,0.0
EMICB,1996,0.0
EMLCB,1996,0.0
EMTCB,1996,0.0
EQICB,1996,0.0
EQTCB,1996,0.0
ESACB,1996,0.0
ESCCB,1996,9618.0
ESICB,1996,13253.0
ESRCB,1996,9130.0
ESTCB,1996,32001.0
ESTXB,1996,32001.0
EYICB,1996,0.0
EYTCB,1996,0.0
FFTCB,1996,258972.0
FNICB,1996,0.0
FOICB,1996,0.0
FSICB,1996,0.0
GDPRX,1996,0.0
GECCB,1996,0.0
GEEGB,1996,2502.0
GEICB,1996,0.0
GERCB,1996,0.0
GETCB,1996,2502.0
GETXB,1996,0.0
HLACB,1996,7.0
HLCCB,1996,302.0
HLICB,1996,4094.0
HLRCB,1996,182.0
HLTCB,1996,4586.0
HLTXB,1996,4586.0
HYCCB,1996,0.0
HYEGB,1996,404.0
HYICB,1996,671.0
HYTCB,1996,1076.0
HYTXB,1996,671.0
IQICB,1996,0.0
IQTCB,1996,0.0
IYICB,1996,0.0
IYTCB,1996,0.0
JFACB,1996,57194.0
JFTCB,1996,57194.0
JFTXB,1996,57194.0
KSCCB,1996,0.0
KSICB,1996,3.0
KSRCB,1996,0.0
KSTCB,1996,3.0
KSTXB,1996,3.0
LOACB,1996,0.0
LOCCB,1996,22673.0
LOICB,1996,31244.0
LORCB,1996,21524.0
LOTCB,1996,75441.0
LOTXB,1996,75441.0
LUACB,1996,428.0
LUICB,1996,113.0
LUTCB,1996,541.0
LUTXB,1996,541.0
MBICB,1996,0.0
MGACB,1996,47439.0
MGCCB,1996,58.0
MGICB,1996,1348.0
MGTCB,1996,48845.0
MGTXB,1996,48845.0
MMTCB,1996,48845.0
MSICB,1996,0.0
NAICB,1996,0.0
NGACB,1996,0.0
NGCCB,1996,2254.0
NGEIB,1996,0.0
NGICB,1996,0.0
NGRCB,1996,571.0
NGTCB,1996,2825.0
NGTPB,1996,2.3
NGTXB,1996,2825.0
NNTCB,1996,0.0
NUEGB,1996,0.0
NUETB,1996,0.0
OHICB,1996,0.0
OPICB,1996,13014.0
OPTCB,1996,13014.0
OPTXB,1996,13014.0
P1ICB,1996,18268.0
P1TCB,1996,19529.0
P1TXB,1996,19529.0
PAACB,1996,121533.0
PACCB,1996,1741.0
PAEIB,1996,82650.0
PAICB,1996,32493.0
PARCB,1996,184.0
PATCB,1996,238601.0
PATPB,1996,198.2
PATXB,1996,155951.0
PCCCB,1996,0.0
PCEIB,1996,0.0
PCICB,1996,2475.0
PCTCB,1996,2475.0
PCTXB,1996,2475.0
PLICB,1996,0.0
PMTCB,1996,238601.0
PPICB,1996,0.0
PPTCB,1996,0.0
PQACB,1996,0.0
PQCCB,1996,0.0
PQICB,1996,0.0
PQRCB,1996,0.0
PQTCB,1996,0.0
PQTXB,1996,0.0
PYICB,1996,0.0
PYTCB,1996,0.0
RETCB,1996,24088.0
RFACB,1996,4413.0
RFCCB,1996,79.0
RFEIB,1996,69130.0
RFICB,1996,6016.0
RFTCB,1996,79639.0
RFTXB,1996,10509.0
SFCCB,1996,2254.0
SFEIB,1996,0.0
SFINB,1996,0.0
SFRCB,1996,571.0
SFTCB,1996,2825.0
SGICB,1996,13975.0
SNICB,1996,0.0
SOCCB,1996,3.0
SOEGB,1996,0.0
SOICB,1996,1.0
SORCB,1996,1207.0
SOTCB,1996,1211.0
SOTXB,1996,1211.0
TEACB,1996,121533.0
TEAPB,1996,101.0
TECCB,1996,34035.0
TECPB,1996,28.3
TEEIB,1996,107442.0
TEICB,1996,95447.0
TEIPB,1996,79.3
TERCB,1996,32045.0
TERPB,1996,26.6
TETCB,1996,283060.0
TETGR,1996,0.0
TETPB,1996,235.1
TETXB,1996,283060.0
TNACB,1996,121533.0
TNCCB,1996,11361.0
TNICB,1996,64203.0
TNRCB,1996,10521.0
TNTXB,1996,207619.0
TPOPP,1996,1204.0
UOICB,1996,-1097.0
USICB,1996,0.0
WDCCB,1996,0.0
WDEIB,1996,0.0
WDICB,1996,55.0
WDRCB,1996,0.0
WDTCB,1996,55.0
WSCCB,1996,0.0
WSEIB,1996,4921.0
WSICB,1996,14090.0
WSTCB,1996,19011.0
WWCCB,1996,0.0
WWEIB,1996,4921.0
WWICB,1996,14145.0
WWTCB,1996,19066.0
WWTXB,1996,14145.0
WXICB,1996,68.0
WYCCB,1996,0.0
WYEGB,1996,233.0
WYICB,1996,0.0
WYTCB,1996,233.0
WYTXB,1996,0.0
ABICB,1997,86.0
ARICB,1997,2630.0
ARTCB,1997,2630.0
ARTXB,1997,2630.0
AVACB,1997,609.0
AVTCB,1997,609.0
AVTXB,1997,609.0
BDACB,1997,0.0
BDLCB,1997,0.0
BDTCB,1997,0.0
BFLCB,1997,0.0
BFTCB,1997,0.0
BMTCB,1997,17433.0
BQICB,1997,0.0
BQTCB,1997,0.0
BYICB,1997,0.0
BYTCB,1997,0.0
CLACB,1997,0.0
CLCCB,1997,0.0
CLEIB,1997,16778.0
CLICB,1997,3735.0
CLKCB,1997,0.0
CLOCB,1997,3735.0
CLRCB,1997,0.0
CLTCB,1997,20513.0
CLTXB,1997,3735.0
COICB,1997,0.0
DFACB,1997,7695.0
DFCCB,1997,2282.0
DFEIB,1997,13398.0
DFICB,1997,3624.0
DFRCB,1997,3.0
DFTCB,1997,27002.0
DFTXB,1997,13604.0
DKEIB,1997,13398.0
DMTCB,1997,27002.0
ELEXB,1997,0.0
ELIMB,1997,0.0
ELISB,1997,0.0
ELNIB,1997,0.0
EMACB,1997,0.0
EMCCB,1997,0.0
EMICB,1997,0.0
EMLCB,1997,0.0
EMTCB,1997,0.0
EQICB,1997,0.0
EQTCB,1997,0.0
ESACB,1997,0.0
ESCCB,1997,9685.0
